image_id,dataset,class_label,orig_split,source_image,source_mask,width,height,n_lesions,lesion_area_px,lesion_ratio,contrast,edge_sharpness,mean_intensity,image_hash,split
test_0040,TN3K,nodule,test,0040.jpg,0040.jpg,413,336,1,33927,0.24448720166032514,0.05462798514366439,49.33755623861035,65.33641041162228,cccbc7648d94eb43ff7452ac1cfcae44,
test_0041,TN3K,nodule,test,0041.jpg,0041.jpg,462,381,2,22993,0.13062571723989047,0.10710993717295263,66.23755684205327,52.309131813068824,c5816aee524b43e7a45628eaad934011,
test_0042,TN3K,nodule,test,0042.jpg,0042.jpg,463,378,1,86916,0.4966231272926737,0.29190701615241627,109.70958165701943,91.9221947958449,97e5a14bc01625d40a2965dfdf2d19c1,
test_0043,TN3K,nodule,test,0043.jpg,0043.jpg,463,379,1,59102,0.336807672800424,0.3408212733650041,117.44249276492302,70.37248186372003,73b1b7c5469a759d68ba1390efbf63d1,
test_0044,TN3K,nodule,test,0044.jpg,0044.jpg,983,608,2,16767,0.028054224447181024,0.06692767488062487,46.69130509620266,71.76849701504524,aa45dfc3fe40a258cd24279185fc30ec,
test_0045,TN3K,nodule,test,0045.jpg,0045.jpg,416,393,1,13286,0.08126590330788803,0.11841902986141506,84.08986451161249,112.54259028185555,82d77556f41b7aeeed249630b14e5b78,
test_0046,TN3K,nodule,test,0046.jpg,0046.jpg,416,390,1,4286,0.026417652859960554,0.120462032963146,73.22298170107999,103.08615631163708,f75e91d945b913bc496af941d673450d,
test_0047,TN3K,nodule,test,0047.jpg,0047.jpg,426,351,2,16099,0.10766689405187058,0.05790962244772012,73.59176813789269,44.31701510105266,41851659af406d0f5a7681e523ddfcdd,
test_0048,TN3K,nodule,test,0048.jpg,0048.jpg,360,325,2,7132,0.06095726495726496,0.1604090125969111,120.99420182419428,56.54459829059829,fe3a921f3e1244e580d62d963a68bb24,
test_0049,TN3K,nodule,test,0049.jpg,0049.jpg,311,374,1,25629,0.22034320890004644,0.011425347402217376,67.01464452246616,56.53273896521485,04cae5844cc9cde7763e2ef97fa5435a,
test_0050,TN3K,nodule,test,0050.jpg,0050.jpg,327,295,2,3524,0.03653138443995232,0.09358407941654158,53.67396090365579,66.44824547763437,6019c257ac9cf257523a967112541ad2,
test_0051,TN3K,nodule,test,0051.jpg,0051.jpg,330,338,2,13089,0.11734803657880581,0.12203227558892611,71.1090678014706,63.12918235610543,3336736551ba14caee83371dda363dc0,
test_0052,TN3K,nodule,test,0052.jpg,0052.jpg,342,357,1,47441,0.38856127246220123,0.05601847679655264,64.96337551860404,54.58966861598441,be9ec6fd0f2f8501f845360f2df0846c,
test_0053,TN3K,nodule,test,0053.jpg,0053.jpg,342,342,1,12598,0.10770835470743134,0.17934569043571966,81.64088979126865,76.17291645292569,77a5e1fa4d0ebdaf11f09622b2a401aa,
test_0054,TN3K,nodule,test,0054.jpg,0054.jpg,1120,736,2,105923,0.12849742818322982,0.05825426219373138,40.502567016768666,64.17723092973603,0f58a344b0491246268345c7506c51e1,
test_0055,TN3K,nodule,test,0055.jpg,0055.jpg,1125,744,1,92163,0.11011111111111112,0.0450582925475004,36.19623666803195,70.23656989247311,71087c96f7c37ea3feb1fa79b4995ae5,
test_0056,TN3K,nodule,test,0056.jpg,0056.jpg,989,690,1,40677,0.059607860377192595,0.09615169978375661,57.29943786640311,55.702032502454536,24c536e187c9e37939bbd32f2fdb094b,
test_0057,TN3K,nodule,test,0057.jpg,0057.jpg,411,332,1,37828,0.27722569108550993,0.21673422403952128,91.62614896408891,60.5631210975288,0c83b12464a99f70e5f17ba912511093,
test_0058,TN3K,nodule,test,0058.jpg,0058.jpg,1003,743,1,399240,0.5357279440279431,0.21255191726151254,35.822542033055555,52.078610735760414,ad2ffb56becbeb91b90cc1a0b7c1b68e,
test_0059,TN3K,nodule,test,0059.jpg,0059.jpg,421,393,1,29036,0.17549394692148224,0.25180747289439376,78.62711635432885,48.727529872531775,8960080cb08090c80724ce4d06ad308f,
test_0060,TN3K,nodule,test,0060.jpg,0060.jpg,419,389,1,35864,0.22003668914234528,0.12937835315527135,60.68083972550314,83.32071095950083,d7bbce0fde72bfd4bcb553a3f185df5b,
test_0061,TN3K,nodule,test,0061.jpg,0061.jpg,980,607,1,8142,0.013687254143832163,0.07610026580926679,69.37441035704946,63.01331573815688,b612cf5267d9988eb89a7ad3546c4957,
test_0062,TN3K,nodule,test,0062.jpg,0062.jpg,983,769,1,249232,0.32970379414943507,0.020364680635818408,51.6977419797403,67.79336629066034,dbd4a7f83c3e02b5a73679a02524078c,
test_0063,TN3K,nodule,test,0063.jpg,0063.jpg,419,364,1,43027,0.28211466337957986,0.0764870343379133,59.66401807078651,36.15991764798447,2d7445d2f5f33e705bbd5465e8f888bc,
test_0064,TN3K,nodule,test,0064.jpg,0064.jpg,467,378,1,79789,0.4519957400043053,0.16707462064057124,57.13615430375061,39.16372658985079,5a055941992ce69bb86457b226b8feeb,
test_0065,TN3K,nodule,test,0065.jpg,0065.jpg,521,284,1,39970,0.2701332756616474,0.0499717815091844,78.29340107289195,80.13118055743288,361d2b3564de7f6d5b9d408d55dc50ee,
test_0066,TN3K,nodule,test,0066.jpg,0066.jpg,411,336,1,51022,0.36946761673039047,0.24141691720394795,73.12718208331746,66.18101900127448,b89b496c36dd651e38ea8eeab40df16d,
test_0067,TN3K,nodule,test,0067.jpg,0067.jpg,464,379,1,12026,0.06838549722500227,0.007933150367912567,50.294359285804376,56.48055795650987,6ae3e9609c3e1b1fe6426ecc27843f79,
test_0068,TN3K,nodule,test,0068.jpg,0068.jpg,465,379,1,53160,0.3016426929951485,0.02878159569521675,72.5560219755257,66.37992453258434,579ed8deee9871400fd9ef3774c763aa,
test_0069,TN3K,nodule,test,0069.jpg,0069.jpg,357,398,1,81145,0.5710977858480075,0.09461876834883129,39.19079895874727,56.053896935658685,b021093fc41f778590f1f6e537c0fa8a,
test_0070,TN3K,nodule,test,0070.jpg,0070.jpg,355,398,1,77807,0.5506900700686531,0.15103611796343835,48.2307357622246,44.89209427418784,2aed9867133e75dc713f94889f11faed,
test_0071,TN3K,nodule,test,0071.jpg,0071.jpg,416,382,1,71216,0.448147402335884,0.18593619327056338,88.73035142247561,88.51262333870318,2c2d62786f0280fc15bddef907efa24a,
test_0072,TN3K,nodule,test,0072.jpg,0072.jpg,414,325,1,12386,0.09205499814195467,0.24594836707491005,95.2618412493813,47.7725232255667,34fadf937684ab6d17d68d3c4671376d,
test_0073,TN3K,nodule,test,0073.jpg,0073.jpg,555,335,1,7933,0.04266774236923491,0.10741563568634956,130.48511483427126,38.21233830845771,6b70b2c87d677e2ae4e2a83310c389b1,
test_0074,TN3K,nodule,test,0074.jpg,0074.jpg,432,367,1,2790,0.01759763851044505,0.0703447775905639,68.05596184491893,60.986319255222526,cc051e0d7e29fe91d613b28e9230ae84,
test_0075,TN3K,nodule,test,0075.jpg,0075.jpg,659,665,1,13374,0.030517872830787135,0.16680357821304673,53.05780614261154,59.434675459513734,1353a1c957f97bc67ac88d7774918a18,
test_0076,TN3K,nodule,test,0076.jpg,0076.jpg,653,638,2,29364,0.07048250898913623,0.11784776593017174,30.741021811856868,63.637866226291,8827552aa10e44b7f46d18eaab425aa4,
test_0077,TN3K,nodule,test,0077.jpg,0077.jpg,327,337,1,5611,0.0509169774680351,0.16780405748181024,54.52963635260381,62.993548035826095,596c4f6cdb204d24a0eb136a8375b2fd,
test_0078,TN3K,nodule,test,0078.jpg,0078.jpg,419,388,1,1127,0.006932313067440888,0.1626116667402747,123.47856755853925,38.204549368895016,54ccf22f581cc6ccff551ad726c294dd,
test_0079,TN3K,nodule,test,0079.jpg,0079.jpg,436,307,2,20575,0.1537145503989481,0.09210071117132222,71.94456260140043,36.87774556973373,1e309a32d3839743724edef9d0630860,
test_0080,TN3K,nodule,test,0080.jpg,0080.jpg,464,382,1,48709,0.2748070500090269,0.2066037740134948,85.47830199758161,55.452196921827046,f3f2baf56b6f3c7ea1f1b4769a25a0b4,
test_0081,TN3K,nodule,test,0081.jpg,0081.jpg,464,380,1,4408,0.025,0.09326964300541753,58.82864552189428,78.7812726860254,7e2913d15686e1d0f0053117bb2731bf,
test_0082,TN3K,nodule,test,0082.jpg,0082.jpg,466,381,1,7587,0.042732587611097966,0.08822225654177063,53.55541007845534,77.1953634551046,9de41259d6b29bb324d769d67e97adfd,
test_0083,TN3K,nodule,test,0083.jpg,0083.jpg,486,536,1,124591,0.47828373564277377,0.18865882091481037,49.57852432387803,31.259378263005956,d0b0277b6cb624793bc6784b09cc7b63,
test_0084,TN3K,nodule,test,0084.jpg,0084.jpg,365,333,1,46047,0.37884734049117613,0.2959096386618851,88.9175643436591,79.34596240075692,5a88d89d907b80c204d3cd6c0e322f68,
test_0085,TN3K,nodule,test,0085.jpg,0085.jpg,988,670,1,4836,0.007305577376276512,0.04378454200427208,23.665355498424418,26.66985920599432,6ddca87ddf66e926398177d2abb6d4db,
test_0086,TN3K,nodule,test,0086.jpg,0086.jpg,986,720,1,23268,0.03277552400270453,0.05528679181259347,39.34017258777702,20.551231124633762,1441a0250803ceea08492f39cd7e49a8,
test_0087,TN3K,nodule,test,0087.jpg,0087.jpg,264,312,1,18697,0.2269934926184926,0.05526245081676769,41.81699370640758,44.05967123154623,af257567f6912e2d9fba79c910287709,
test_0088,TN3K,nodule,test,0088.jpg,0088.jpg,483,339,1,9293,0.05675565083029492,0.2876685482930218,105.70491622612818,60.62368310155921,5e1f11c4207d5e47e190ebb594634533,
test_0089,TN3K,nodule,test,0089.jpg,0089.jpg,400,356,1,31610,0.2219803370786517,0.3226296504049263,106.51273682565949,37.86195926966292,c6a64896be42b42605cbb5b506ea5ba2,
test_0090,TN3K,nodule,test,0090.jpg,0090.jpg,400,357,1,2444,0.01711484593837535,0.10182398836967048,79.43758434970307,89.14041316526611,07384d964e5783d4b74da2523a08a73e,
test_0091,TN3K,nodule,test,0091.jpg,0091.jpg,424,295,1,1066,0.008522545570834665,0.10325925443711348,127.75262430697664,49.076543012472015,9cbb0d4551e032bd65f393c5d233e476,
test_0092,TN3K,nodule,test,0092.jpg,0092.jpg,419,360,1,20343,0.13486475735879078,0.1505264418402498,66.16145544980688,54.38842482100239,bb57633aa950a307a638353d09e358a3,
test_0093,TN3K,nodule,test,0093.jpg,0093.jpg,418,353,1,11267,0.07635848570692763,0.09418413473562623,76.0147079849089,50.42176423546634,af5b387451b6858652bc984183d4389d,
test_0094,TN3K,nodule,test,0094.jpg,0094.jpg,418,360,1,7677,0.05101674641148325,0.04284575974837875,70.71172469602253,63.10603402445508,a0f5279415a1dd142ec36fc7ace66a5f,
test_0095,TN3K,nodule,test,0095.jpg,0095.jpg,468,334,1,488,0.003121961205793541,0.05904829393257551,78.46133851445806,33.89606044321613,5ef981519d8c01bbaa545ee4d8e1b52f,
test_0096,TN3K,nodule,test,0096.jpg,0096.jpg,290,329,1,60165,0.6305942773294204,0.327402901776628,141.50111329163653,95.66126192223038,551b61fd122c1a347b2c347f222758bc,
test_0097,TN3K,nodule,test,0097.jpg,0097.jpg,463,374,1,26004,0.15017151569050946,0.36659336064152376,88.73614246598757,98.37581571014425,58d6aaa0cd3b3bbcf8c99c3bcfa21af8,
test_0098,TN3K,nodule,test,0098.jpg,0098.jpg,463,380,1,40291,0.22900420597931112,0.44013697731723533,101.59857264260879,91.10611572126861,8248069baf84be555a6ca8df982f3539,
test_0099,TN3K,nodule,test,0099.jpg,0099.jpg,502,288,1,21351,0.1476801128818061,0.16510632687860918,91.52189064985508,55.81165615316512,4dc3f1cf1180506e373eade28bd30a01,
test_0100,TN3K,nodule,test,0100.jpg,0100.jpg,498,303,1,22263,0.14754065768022587,0.1755750930579015,93.94557812967291,52.950375760467615,d8a0e1c35f6883164a42ba7d5ee28686,
test_0101,TN3K,nodule,test,0101.jpg,0101.jpg,510,339,1,1843,0.010659957198218521,0.2019668677245067,208.00134052704243,51.87759847301753,094b0e239b0d3f55757c23b9159d2243,
test_0102,TN3K,nodule,test,0102.jpg,0102.jpg,509,342,2,1723,0.009897861878008708,0.12064488608848283,122.8034965295828,48.286136099909235,b11602ae0ce6f1a9e49a826f8da8eb73,
test_0103,TN3K,nodule,test,0103.jpg,0103.jpg,980,593,1,146820,0.2526413600853495,0.22648724574604437,49.673355789723836,65.27914960250543,c44f62d1c746cb564555ed1cf7a59c00,
test_0104,TN3K,nodule,test,0104.jpg,0104.jpg,986,708,1,127443,0.18256007838553306,0.23035168779972998,44.661053850970404,57.02177519166638,4f21e37e40aacd122edee36157dbcc66,
test_0105,TN3K,nodule,test,0105.jpg,0105.jpg,432,320,1,13182,0.09535590277777778,0.07652645524511018,55.65937212980746,33.39853877314815,b2b890b606cae0d2e60bb66e8b755e54,
test_0106,TN3K,nodule,test,0106.jpg,0106.jpg,435,320,1,21793,0.15655890804597702,0.13311166514970144,106.53846093467894,35.44239224137931,dc89ec25f376e6e6c5afe4df7e6e4cb5,
test_0107,TN3K,nodule,test,0107.jpg,0107.jpg,527,332,1,566,0.0032349511899590773,0.08144217178857001,122.19989470803131,46.17115520907158,f7819cdea431d0de0db61804752d3474,
test_0108,TN3K,nodule,test,0108.jpg,0108.jpg,283,282,2,7238,0.09069493521790342,0.06726829413835432,54.23241679790879,68.10219782973711,0ed9f9dd211a7470af38d197839006b1,
test_0109,TN3K,nodule,test,0109.jpg,0109.jpg,284,291,1,13819,0.1672111708048981,0.20113129103220012,95.82258667650538,62.342674604326994,99cecc6678421c0428bfb43c0dea211b,
test_0110,TN3K,nodule,test,0110.jpg,0110.jpg,433,323,1,48815,0.34903009459527096,0.05609087841051909,61.026036667303366,81.50179823965566,ec785c604a594beb316272eb261a5529,
test_0111,TN3K,nodule,test,0111.jpg,0111.jpg,433,398,1,7845,0.045522067612891244,0.04937029841927893,82.00397091002077,106.98980468160664,adcc0dc7fdec9a3095323ade39c22e05,
test_0112,TN3K,nodule,test,0112.jpg,0112.jpg,433,397,1,7420,0.043164379497501466,0.15646052690817763,82.78827879039497,89.36173727901524,0c513c874b3c299b04f44bcc4a05a9d0,
test_0113,TN3K,nodule,test,0113.jpg,0113.jpg,419,394,1,79757,0.4831239475182632,0.20342101128792847,67.45590611633311,41.72146032976752,d59470fce7f328e65af0c0f389d058e4,
test_0114,TN3K,nodule,test,0114.jpg,0114.jpg,464,374,1,95297,0.5491483035220358,0.21297112895230963,87.57373866783412,58.46843882537341,e836d34b841d09f8d2018b96f6c3946f,
test_0115,TN3K,nodule,test,0115.jpg,0115.jpg,419,394,1,34614,0.20967253431544772,0.006649327637367162,60.02843353297921,95.52707073888762,a9d48e23e00ba432d7bf7492aa1bf715,
test_0116,TN3K,nodule,test,0116.jpg,0116.jpg,417,391,1,42502,0.26067330278999307,0.06327296159137255,84.28379600590527,75.10540518991456,d0ecd35c66d6da797ffa3ea1731f2897,
test_0117,TN3K,nodule,test,0117.jpg,0117.jpg,500,375,1,1432,0.007637333333333334,0.0644631968243536,55.792524674772004,47.758112,bee461fc73064ff40d8f066d0f89a325,
test_0118,TN3K,nodule,test,0118.jpg,0118.jpg,467,381,1,2996,0.016838366296290052,0.15759776377437282,142.6622022691398,65.44527249939581,44a1d28ea58028bd6df8b71a3569e8e4,
test_0119,TN3K,nodule,test,0119.jpg,0119.jpg,433,332,1,12691,0.0882815325969003,0.18577545990511177,53.05122104143207,37.159965497092294,43e11611514830beff016dc20a0f2f3d,
test_0120,TN3K,nodule,test,0120.jpg,0120.jpg,436,319,1,30623,0.22017629633890312,0.20469515133552357,79.05441781209025,42.17573552673205,cf4f9003ec28e45cad8a2186f835e132,
test_0121,TN3K,nodule,test,0121.jpg,0121.jpg,784,619,1,71349,0.147021611552537,0.048749623179915325,23.0018584323576,39.750426543800074,00c5440f6d581a5abe5eef5f02523a81,
test_0122,TN3K,nodule,test,0122.jpg,0122.jpg,291,307,1,12999,0.14550522180059774,0.06744424684251728,150.47553605869695,78.09976829309245,79d33de8c7c242584030d7f8bf2b31da,
test_0123,TN3K,nodule,test,0123.jpg,0123.jpg,288,316,1,2956,0.032480661040787624,0.39743151590325293,266.9675289977868,106.58527821729957,eb9e9c8d47044555b4b10dd5278e2d69,
test_0124,TN3K,nodule,test,0124.jpg,0124.jpg,502,326,1,1949,0.011909417544545744,0.06744912731970758,107.4814136586909,44.7279776599125,0b058c4e0aec55841170203035573883,
test_0125,TN3K,nodule,test,0125.jpg,0125.jpg,416,398,1,36594,0.22102097023579437,0.07557409611929156,73.53555966764348,29.936660465790492,705a7a650f158472c656fb23616281f6,
test_0126,TN3K,nodule,test,0126.jpg,0126.jpg,376,354,1,32014,0.24051869215049887,0.03643134344892652,75.65343346741439,43.394961834355094,23394a2723fc7d5618468806ef481793,
test_0127,TN3K,nodule,test,0127.jpg,0127.jpg,436,322,1,24601,0.17523078238076242,0.055947706100600195,53.67451678362341,37.19178443216138,43a074121915de57787a2885ace01269,
test_0128,TN3K,nodule,test,0128.jpg,0128.jpg,412,333,1,3874,0.028236974838916587,0.1498003641311971,84.22715877627745,64.05178722411732,acc55af2da45b405d46dd82da58b6986,
test_0129,TN3K,nodule,test,0129.jpg,0129.jpg,419,390,1,4583,0.02804601921547029,0.1769703877623491,64.89942625401119,64.70123615445812,17577063cee30edc929c8b845a41e58c,
test_0130,TN3K,nodule,test,0130.jpg,0130.jpg,475,371,1,67096,0.3807405305717123,0.03397089740520911,41.833190283294485,34.91827493261456,ed462d91fed93cf6256d5582e0bf182e,
test_0131,TN3K,nodule,test,0131.jpg,0131.jpg,983,771,1,162972,0.2150329927839418,0.2729716474791087,64.88982877102282,84.83535802547325,f4572579d4ef2bbb7cd502036360bccf,
test_0132,TN3K,nodule,test,0132.jpg,0132.jpg,354,363,1,4341,0.03378157538404072,0.0529448476098922,61.67457758252451,33.18922662682293,65824b8a002bd14560dc755f0817635d,
test_0133,TN3K,nodule,test,0133.jpg,0133.jpg,502,352,1,29725,0.16821916877942775,0.06631056987107987,64.86471430664989,58.52431750271641,643f9ba5acb2e5793fa0a98926e8ea63,
test_0134,TN3K,nodule,test,0134.jpg,0134.jpg,529,270,1,6458,0.045214590772246724,0.17252205945943336,106.15683667331618,81.35155079465099,f615970eace5ae41e3ed8575eeb3ae25,
test_0135,TN3K,nodule,test,0135.jpg,0135.jpg,983,605,1,26853,0.045152720210521004,0.23849627847471513,57.12496118221615,93.34101039993946,566799db86e7807ac1487e05fb1aa7b4,
test_0136,TN3K,nodule,test,0136.jpg,0136.jpg,465,378,1,3253,0.018507140012516358,0.19718260439596622,99.61715058707357,52.62445240939864,bb3e30f4ae14e274b7ec8f54180b44cf,
test_0137,TN3K,nodule,test,0137.jpg,0137.jpg,400,359,1,7923,0.05517409470752089,0.16002664159260327,66.78157701862821,39.33317548746518,b6feea46c50f421cdd2e7e6e04d97d73,
test_0138,TN3K,nodule,test,0138.jpg,0138.jpg,627,495,2,25664,0.08268973627825303,0.11409750888054052,61.84217906894176,53.412984711549306,00657a5392d637eb1c2341732449bdb2,
test_0139,TN3K,nodule,test,0139.jpg,0139.jpg,417,387,1,11808,0.07316937147956054,0.056049352998904234,51.127035791259004,32.82925907336146,65e700e6782ea521c0f441a915de1458,
test_0140,TN3K,nodule,test,0140.jpg,0140.jpg,406,366,1,29634,0.19942663328757168,0.0707403014579735,90.82850318262163,34.32726318339659,2d87286c24071790823e59b84aa8de0f,
test_0141,TN3K,nodule,test,0141.jpg,0141.jpg,321,398,1,60760,0.4755866560215407,0.20336543090615475,79.91886037297924,98.40309804474084,c9cf9c6565fd49b9fe34eb117910d795,
test_0142,TN3K,nodule,test,0142.jpg,0142.jpg,322,399,1,35317,0.27488752938246236,0.22453630712476874,62.71490306395757,95.92639206712433,e3b2069133fb1beff2caff956358bc2a,
test_0143,TN3K,nodule,test,0143.jpg,0143.jpg,1290,690,2,73301,0.0823514211886305,0.05082083892819078,35.87429391643636,12.95866981238063,73a5a0aa085bee7d64e449fbb3154438,
